363,DOE,DPT
364,JUV
365,DOG,AH,ZEN
366,KRS,VEN
367,DOP
368,DOE
369,INT
370,CPT,PRA
371,INT
372,VIS
373,INT,KOC
374,DPT
375,VEN
377,DOB,CON
378,CPT
379,DOB,DPT
380,INT
381,INT
382,VEN
383,INT
384,VIE
385,DOB
386,TER
387,CPT
388,DPT
391,DPT
392,DOV,MOP,VEN
393,CPT,PUF,SOC
394,VEN
395,JUV
396,VIE
397,CON
398,TRI
399,DOG
400,DPT
403,DOA
404,DBE,DPT,DOA
405,DOA
407,CPT
408,DOE
409,KOC
410,LEG
411,INT,DBE,CPT,PUF,SOC
412,DOB
413,MOC
414,MAG
415,CON
417,DOA
418,BIM
419,TER
420,DPT
421,DOE
422,TRI,MOP
423,MOC
424,INT
426,DOA
427
428,VIS,LEG,TER
430,DOG
431,DOE
432,DOE
434,DPT
435,INT
436,KON
437,DOE
438,DOE,DOB,DOA
439,PLU,CON,MSA,MOC
440,TRI
441,DOG
442,CPT
443,KON,CON
444,VIE,DOB,DOA
445,CPT
447,DOE,BIM
448,JUV
450,CPT
451,PLU,PRA
453,KOC,KON
454,VIS
455,VIS
456,DBE
457,DBE,DOP
458,DOP
459,TRI,VIE,THA,PUF
460,DPT
461,DOA
462,CPT
463,DOG,PLU,CON,TER
464,DOB,DBE
465,DOA
466,BIM
467,VIS
468,VIS,DOE,DOV
469,DPT
470,DOP
471,DBE,VEN
472,TRI
473,SLI
474,VIE,KOC
475,PRA
477,DOB
478,DBE
479,INT,DBE,LEG,PLU,VEN,SOC
480,CPT
481,DBE
482,CPT
483,DOP
484,MOP
485,DBE
487,DOA
489,DOB,DOA
490,DOP
491,VIS
492,DOE
493,TRI
494,DOB
495,TRI,DOA,LEG,CPT,PRA
496,TRI,DOE,DOA,VEN
497,DOE,DOB,DBE
498,DOG
499,DOP
500,DOG
501,DOE,VEN
504,CON
505,LEG
507,PLU
508,THA
509,DOB,DOA
510,KAZ,DOA,SOC
511,DPO
512,DPT
514,VIS
515,VEN
516,VIS
517,DBE,PLU
519,MSA
520,INT
521,DBE
522,DPT
523,DPT
525,VIS,DPT,KON,CON,MOP,VEN,COMO
526,INT,PLU
528,DBE
529,DOB,DOA,CPT
530,INT,DOA
531,CON
532,DOA,CPT
533,INT
534,INT,VIE,DOE,DPT,KON,PRA,CON,TER
535,DOP
536,DOB,DPT
537,VIE,DOA,PUF
539,VIS,DBE,PLU
540,VIS
541,JUV
542,MOC
543,DBE
544,DPT
546,VIS,INT
547,VIE,BIM
548,KOC,DBE,PLU
549,CPT
550,DOA
552,DOA,CPT
553,KON,TER
554,DPT
555,DBE
557,VIS,DBE,DPO
558,DOE
560,DBE
561,VEN
562,CPT
563,DOA,PRA,VEN
564,VIS,INT,DOB,KOC,KON,BIM,PLU,CON
566,VIS
567,DOE
568,DOE
569,DOB
570,TRI
571,INT,DBE,DPT,DOA,CON
573,CPT
574,TRI,VEN,X5
575,TRI
576,PLU
577,DPT
578,LEG
579,DBE,DOA,VEN
580,INT
581,KOC,DBE,KON,TER,VEN
582,INT,DOB
583,DOV
584,LEG,DOP,CON
585,CPT
586,INT,DPT,CPT,PLU
587,JUV
588,INT
589,TRI
590,LEG
591,KOC
592,VEN
593,DOE,ZAN
594,PLU
595,DOA
596,TER
598,MOC
599,DBE
602,DOG
603,DOE
604,VIS,KRJ
605,TRI
606,INT,DOA,PLU
607,CPT
608,CON
609,TRI,DOV,PLU
610,VIE
611,PLU
614,DOE
615,DBE
616,DPO,TER,X4
618,INT
620,INT
621,DOE
622,DBE,BIM
623,KOC,KON,VEN
624,TRI,BIM
626,DOA
627,PLU
629,JUV,DPT
630,INT
631,PRA,TER
633,LEG
634,LEG
635,DPT
636,DOG,VIE,KOC,CPT,TER
638,INT,DOE,PLU
639,DOA
640,DPT
641,TRI
642,DBE,LEG,PLU,CON
643,TRI,DOB,PRA
644,DPT,CON
645,INT,VIE,PRA
648,VIS
649,CON
650,TRI
652,PLU
653,DOE,PLU
654,DOA,TER
658,DPT
661,KOC,DBE
662,DOA
663,VIE
664,DOE
665,VIE,DOE
666,KOC
667,VIS,PRA,PUF
668,TRI
669,DOE
670,DBE
671,INT,VEN
672,TRI
673,DOA
674,DOB
675,MSG
677,KAZ
678,KOC,BER
679,TRI
680,DOB
681,DOA
682,TRI,VEN
683,LEG,VEN,ESP
684,SIA
685,JUV,DOV,CON
686,KON
688,DOE,DPT,BIM,DOA
689,VIS
691,KOC
692,PLU
693,DBE
695,PRA
696,TRI,VIE,KOC,PLU,DPO
697,DOA
700,KOC
701,CPT
702,DOB
703,DPT,MEL
704,DBE
705,KOC
707,CPT
708,DOB
709,DOE,DOA,CON,MOP,KRS
710,DOE
711,PRA
712,TRI,AMB
714,VIE,KOC,DBE,DOA,PRA,VEN,PUF
715,DPT
716,DOE
717,DOP
718,DOA,CON,MSA
719,LEG
720,TER
721,TRI,DOP
722,CON
723,CPT
724,DPT
725,DBE
726,KOC,KON
727,MOP
728,DOA
730,DOB
731,DOB
732,INT
733,CPT
734,TRI
735,DOV
736,INT
737,INT,PLU
738,DOE
739,VIS
740,MSA
741,DOG
742,VIS
743,DOV
744,CON
745,CPT,DPO
746,DBE
747,VIS
749,DBE
750,INT
751,TRI,DOB
752,DOE
753,DBE
755,JUV,TRI,CPT,PLU,MOC
757,DOE
758,TRI
759,DOP
760,DOE
761,DBE
762,DBE,LEG,DOP
763,TRI
764,VEN
765,VIS,MEL
766,VIE,DBE,CON
767,DBE
769,PLU
770,KOC,PLU,PRA
771,DPT
772,TRI
773,DOP
774,DOB
776,PLU
777,TRI,DBE,CPT,MSA
778,DOA
779,DBE
780,TRI,DOE,TER,VEN
781,X5,ALI,CAN
782,LEG
783,DOB
784,VIS,INT,DOA
786,INT
787,JUV,VIS
788,DBE,DOV,CPT,VEN,MOC
789,BIM
792,VIE,DOA
793,CPT
795,DOE,KON,CPT,PRA
796,VIS,LEG,PRA,CON,TER
797,DBE
798,DPO
799,VIS,PLU
800,TRI
801,DBE
802,VIS,DOB
803,CPT
804,JUV,KRS
807,CPT
809,CON
810,KOC
811,DBE
812,PLU
813,CPT
814,DBE
815,KOC
816,INT,DOB,KOC
817,DOE,DPT
819,DPO
820,CON
821,INT,PRA,CON
822,DOE,CON,TER
823,DOA
824,DOB,KOC,DBE,BIM
826,VIE,DPT,X5
827,MSA
828,TRI
829,VIS
830,DOP,KRS
831,DOG
834,DOE
835,VIE
837,SLI
838,ALI
839,VEN
840,DOE
841,TRI,DOE,KON
842,KOC,KON,VEN
843,DOA
844,KON
845,DBE,DPT,KON
846,DOA
847,KON,DOP,PRA,VEN
848,DOG,DOE,CON
849,DOA
850,DOB,-1
851,DOP
852,PLU,PRA
853,DBE
855,DOP,MSA
856,MOC
857,CPT
858,INT
859,DOE
860,INT
861,TRI,DOB,DPT
862,DPT
863,DOA
864,DOG,KOC,CPT
865,DOA
866,DPT,CON
867,TRI
868,KOC
869,DOA,DPO
870,DOE,DOB,DOA
871,JUV,VIS,DOG,DBE,CPT
872,VIS
875,INT,DOB
876,DOE
877,DOE
878,DOB
879,INT
881,KON,DOV,CPT,DPO,INFI
883,CPT
885,VIS
886,DOE
887,VIS
888,DOE,DBE
889,DOE,SPB
892,DBE
893,DOE
894,DOV
895,DBE
899,DPO
900,DPT
901,INT,TRI,DOA,VEN
903,BIM
905,DBE,DOA
906,DOP,SIA
907,TER
908,DOE,DPT
909,DOB
910,PLU
911,CON
912,TRI
913,VIS
914,PLU
915,CPT,MOP
916,DOG,VEN
917,DPO
918,PLU
919,DBE,DPT,VEN
920,DOE,DPT
921,DPT
922,DOB
923,VIS
924,DOV,CON,TER
925,DOA
926,DOE,DOB,DOA
927,DOB
928,INT
929,VIE
930,BIM
931,VEN
932,INT
934,DPT
935,VIE,KOC,VEN
937,INT,TRI,LEG
939,DPT,PLU
940,CPT,DPO
941,INT
942,VIS
943,DBE
944,DOV
945,MOC
946,DPO
947,LEG
948,INT
949,DPT
950,MOC
951,DOE
952,DOB
953,VIS
954,DPO
955,KON
956,VIS
957,CON
958,DPT
959,VIS
960,VIS,KOC
963,CPT
964,CPT
965,DOB
967,PLU
969,DPT,VEN
970,LEG
971,KON
972,VIS
973,DPT
974,LEG,MOC
975,DOE,DOA,CPT
977,TRI
978,DOE
979,LEG,CON
980,DBE,DPT,DOA
981,DOA,CPT
982,VIS,DOA
983,INT,VIE,DOE,PRA
984,VIE,CON,ZEN
985,KOC,BIM
986,DOE
987,CPT
988,CON
989,DOE
990,CPT
991,DBE
992,DOB
993,DPO
994,TRI,CPT
995,INT,BIM,PLU
996,DOE
997,CPT
998,CPT
999,CPT
1000,DBE
1001,KOC
1002,DOA,LEV
1003,BIM,PLU
1004,DOE
1005,DBE
1006,VIS,TRI
1007,CPT,PLU
1008,PLU
1009,DOP
1010,VIE
1011,KOC
1012,DOE
1014,BIM
1015,TRI,DPT
1016,INT
1017,MSG,KRJ
1018,DOB
1019,DOE
1020,INT,VEN
1021,DOG,DOE
1022,DPT
1023,DBE,CON,VEN,MOC
1024,MOC
1025,CPT
1027,CPT
1028,DPT,BIM
1029,MOC
1030,DBE
1031,PRA
1032,DOB,DBE,DOP,CPT
1033,DPT
1034,INT
1036,DOP
1037,VIS,DOE,DBE
1038,VIS
1039,DOE
1040,DBE
1041,DBE,PRA,MSA
1042,CPT
1043,DPT
1044,CON,DPO
1045,CON
1046,DPT,VEN,ISS
1047,DOE,DBE,DOV
1048,DOE,DPT
1050,TER
1052,INT,VIE,DOB,DOV
1053,DOA
1054,CPT
1055,DPT
1056,DBE
1057,DOG
1058,DBE,DOV,DPO,VEN
1059,DOA
1061,LEG,CON,TER
1062,DBE,DPT
1063,VEN
1064,VIE
1065,DBE
1067,DOE
1068,DOE,BIM
1069,CPT
1070,DOG,KOC
1071,DOA
1072,INT
1073,VIS,INT
1075,DOG
1076,AD,DOE,PRA,CON,PUF
1078,BIM
1079,DPO
1080,CPT
1081,INT,DPT
1082,PRA
1083,TRI,PLU
1084,KOC
1085,DOA
1086,VIS,DOB
1087,DBE,BIM
1088,DBE,DOA,CPT
1089,DPO
1091,DOE
1092,DOE
1093,TRI
1094,INT,DPT,PLU,MOP
1095,DOG,BIM,CON
1096,DOE,BIM
1098,PLU
1099,MOP
1101,VIS,INT
1103,VIS,VEN
1105,DBE,PRA
1106,DPT
1107,DBE,BIM,PRA
1109,DOB
1110,DOE,KON
1111,VIS,INT,VIE,DOE,DOB,DBE,DPT,KON,PRA,CON
1112,INT
1113,INT,TRI
1114,DBE,DOA
1115,DOB,CPT,PLU
1116,TRI,TER
1117,DOE
1119,DBE
1120,DOB
1121,CPT
1122,DOB
1123,LEG,DPO,MOC
1124,MOP
1125,KOC
1126,VIE,DBE,KRJ,DPO,VEN
1128,VIS,CON
1129,DOE,DOB,DPT
1130,CPT
1131,DBE,TER
1132,CON
1133,MOP,TER
1134,DBE,DOP
1136,DOE
1137,TRI,VIE,BED,LAR
1138,DBE,CPT
1139,VIE,DOE,KOC,PLU,MOP,MOC
1141,DPT
1142,DOA
1143,CPT
1144,DBE
1145,DOB
1146,INT
1147,TER
1148,DOE
1149,CPT
1150,DOG
1151,VEN
1152,DOP
1153,DOB
1154,DPT,TER
1155,DBE
1156,CPT
1158,DOB
1159,LEG
1160,TER
1162,DOA
1163,KEA
1164,TRI
1165,DBE
1166,VIS,TRI,DOE
1167,DOG,CON
1168,DOE,DOB,DOA,MOC
1169,DBE
1170,JUV
1171,DPO
1172,CON
1174,INT
1175,DBE
1177,VIS
1178,DOA,VEN
1180,DBE
1181,DOE
1182,DOE
1183,VIE,DPT
1184,CPT
1185,TRI
1186,VEN
1187,INT
1188,VIE
1189,LEG
1190,DOA
1191,INT
1193,DOE
1194,VIE,DOE
1195,DPT
1196,DOG,VIE,DOA,TER
1197,DBE,CPT
1199,CPT
1200,TER
1201,DOA
1203,DOA
1204,VEN
1205,DOB,VEN
1207,DOA
1208,DOG
1209,TRI
1210,LEG
1211,KOC,DPT,CPT,VEN
1212,DOE
1213,CPT
1214,DBE,CPT
1215,CPT
1219,DPT
1220,DOE
1221,CON
1222,TRI
1223,PLU
1224,DOV,CPT
1226,DOV
1228,ZAN,CAN
1229,DOE
1231,VIS
1232,CON
1233,PLU
1235,VIE,PUF
1236,DBE,PLU
1237,TER
1238,DPT
1239,DPO
1240,INT
1241,INT
1242,DOE
1243,KOC
1244,VIS
1245,BIM
1246,CPT,PLU
1247,VIS,INT,CPT,PA
1248,VEN
1249,VIS,CON
1250,INT
1251,DBE,CPT
1252,TER
1253,CPT,PRA
1254,TRI
1255,CPT
1256,KON,CPT
1257,DOE,DPT
1258,KON
1259,DPT
1260,DBE,LEG,KRS,LAR
1261,TRI
1262,PLU
1265,INT
1266,TRI
1267,PLU
1269,DOP
1270,JUV,DPT
1271,TRI
1272,TRI
1273,CON
1274,DPT
1275,BIM
1276,BIM
1277,KOC,X5
1278,DPT
1279,VEN
1283,BIM
1284,KOC,PLU
1286,DOE,BIM
1287,TRI
1288,DOE
1289,CPT
1290,CPT
1291,INT
1292,DBE,DOA
1294,PLU
1295,DPT
1296,DOA,DPO
1297,DBE,VEN
1298,CPT
1299,TRI
1300,DOB
1301,TER
1304,DOB,KON
1306,TRI
1307,KON
1308,VEN
1309,DOE,CPT
1310,VIS,DBE,DOA,PRA,MOP
1312,BIM
1313,DOA
1314,DOE
1316,MEL
1317,DOG,CON
1318,DBE
1319,DPT
1320,DBE
1321,TRI
1322,DOV
1323,CPT
1324,DPT
1325,DOB
1326,VIE,PUF
1327,INT
1328,KOC,LEG,TER,VEN
1329,DOA
1330,DOB
1331,DPT
1332,DOB
1333,JUV,DOE,CPT
1334,DBE
1335,DOB
1336,VIS,TRI,DPT
1338,DOA
1339,DBE
1342,DOE,DPT
1344,X4
1345,DOE,CPT
1346,KOC,CPT
1349,DOE
1350,KON
1353,VIE,PUF
1354,DBE,KON,PRA
1355,DOE
1357,BIM
1358,DPT
1359,TRI
1360,DOE
1363,CPT
1364,BIM
1365,KON
1366,DOG,DOA
1367,KON
1368,VIS,KOC,DOP,PLU,VEN,NAP
1369,INT
1370,PLU
1371,DOP
1372,VIS
1376,DOE
1377,KOC
1378,DOE,DPT,KON,PLU,DPO
1380,CPT
1384,DOE
1385,KON
1386,DBE
1387,CPT
1389,INT,CON
1390,DBE
1391,DOA
1392,TER,SLI,INFI
1393,KOC,DBE,MOP
1394,DOE
1395,CPT,CON
1396,CPT
1397,CPT
1399,VIS
1400,DOE
1401,DOP
1402,CPT
1404,CPT
1405,PLU
1406,CPT
1408,LEG
1409,VIE
1410,MSG
1411,KOC,CPT
1413,DOE
1414,DPT
1415,VIS
1416,DOE,DOB
1417,DBE
1418,KON
1420,DBE
1421,VIE,DOE,KON,AH,MSA
1422,VIS,INT,LEG,CPT
1423,TRI,VIE
1424,CPT
1425,MSA
1427,DBE,PLU
1428,DBE
1429,TRI
1430,LEG,CON,TER
1431,INT
1432,MOP
1434,DBE
1435,TER
1436,INT,DOB,DBE,MSA
1438,DPT,DOA
1439,CPT
1440,DOE,DBE,VEN
1442,KON,CON,TER
1443,AD,VIE,PUF
1444,DOB
1445,DPO
1446,KON,PLU
1447,SIL
1448,DPT
1449,PLU
1451,CPT,MSA
1452,TRI
1453,DOB,DOA,LEG,TER
1454,TER
1456,VIS,LEG
1457,DPT
1458,DOE,BIM
1460,DPT
1461,KOC
1462,DOE
1464,CPT
1465,DBE,KAZ
1466,MOC
1467,VIS,INT,KAZ,PRA,DPO
1468,DBE
1469,CPT
1470,DOA
1471,DOE
1473,TRI
1474,VIS,DBE,DPT,CPT
1475,INT
1476,INT,CPT
1477,CON,MAG
1478,CPT
1480,DBE
1482,DBE,KON
1483,VIS,DOG
1484,VIE
1485,VIS
1486,DBE,DOP
1487,DOE
1488,TRI,DBE,LEG,PLU,VEN
1489,DOE
1490,DOG
1491,DOV,CPT
1492,MOC
1494,PRA
1495,CON
1496,DBE,DOA
1498,VIS,INT,DBE
1499,JUV,TRI,DOA,VEN
1500,DBE
1502,DOA,DOP
1503,INT,DPT,PLU
1504,KON,DOA
1505,DBE,DPT,BIM,LEG,TER,VEN
1506,INT,TRI
1507,DOG
1508,DOE,DBE
1509,VEN
1510,KOC
1511,CPT,AH,THA
1512,DOB
1514,DOA
1516,VIS,PLU
1517,VEN
1518,DPT,MOP,KRS
1520,DBE
1523,KOC,KON,TER
1524,DOE,KON,PLU,PRA
1525,TRI,DOE,DOB,CON,ZEN,KEA
1526,VIS
1527,INT
1528,VIE,DPT,PRA,PUF
1529,TER
1531,DBE
1532,DOV
1533,KOC,CPT
1534,DOV
1535,DOE
1537,DPT,PRA,PUF
1538,DOB,CPT
1539,DBE
1540,VIS,DOB,DBE,DPT,LEG,TER,VEN
1542,DPT
1543,X5
1544,DOE,DBE,DPT,MOP
1545,TER
1546,DOB,DOA
1547,DBE
1548,DOB
1549,VIS,PLU,MSA
1550,DOE
1551,TER
1552,KOC
1553,DOG
1555,PLU,TER
1557,CPT
1558,DOP
1559,VIS,DOG,DOB,THA,ZEN
1560,JUV,KON,DOA
1561,DPT
1562,CPT
1563,TER
1564,INT,DOA
1565,DOE,DPT,DOP
1566,DBE,CPT,CON
1568,PRA
1569,BIM
1571,DBE,DOA
1572,DOE,DBE
1573,DOE,KOC,BIM
1574,DBE
1575,DBE
1576,CPT
1577,AH,SOC
1578,VIE
1579,BIM
1580,VIS
1581,VIS
1582,PRA
1584,BIM
1585,MOP
1586,DOE
1588,VIS
1589,DOB
1590,DOB
1591,PLU,DPO
1592,PLU
1593,DPT,VEN
1594,DOE
1595,CPT
1596,BIM
1598,DBE,LEG,CON,TER
1599,INT,DOB
1600,CPT
1602,CPT
1604,CON
1605,INT,KON
1606,CPT
1608,DPT
1609,DOE,DBE
1610,VEN
1611,TRI,KOC,PLU
1612,KOC,KON
1613,PLU,LTX
1614,DBE
1616,DOE
1617,DPO
1619,CPT
1620,DOA
1621,VIS
1622,PLU
1623,MOC
1624,KOC
1625,DOE,DBE,PLU
1626,AD,VIE,DPT,DOA,LEG,TER
1627,DOB
1628,MOC
1631,CPT,PLU
1632,DOP,CPT
1634,KOC,KON,CON
1636,BIM
1637,DOB,LEG
1639,DOE,KOC
1640,INT,CPT
1642,VEN
1643,MOC
1645,DBE,PRA
1646,DOA,PLU
1648,TRI,DOB,DBE,BIM
1649,INT
1650,DOE
1653,DOE
1654,DOB,DOA
1655,INT
1656,VIE
1657,KAZ
1658,TRI,DPT,MSA
1659,CPT
1660,VEN,SLI
1661,CPT
1663,INT
1664,JUV,INT,DOA,AH,PLU,PUF,SOC,FUT
1666,VIS,LEG
1667,MSG
1668,KON,CPT
1670,DBE
1671,VIE,DOB,CPT,PLU
1672,DOB
1673,CPT
1674,LEG
1675,VEN
1676,TRI
1677,DOE
1678,CPT
1680,VIE,AH,DPO,PUF,SOC
1681,CPT
1682,TRI,DPT,BIM,PRA,PUF
1683,DBE
1684,INT
1685,CPT
1686,DOE,CPT
1687,DOE,DBE
1688,CPT
1689,TER
1690,DBE
1691,LEG
1693,DOA
1695,DOE
1696,CPT
1698,DOV
1699,CPT
1700,DBE,BIM
1701,DOA
1702,PLU
1703,MOP
1704,DOV
1705,DOE
1706,VIE,BIM,CPT
1707,KOC,KON
1708,DPT
1709,KON
1710,LEG,CPT
1711,CON
1712,DOA
1713,DOE
1714,DBE
1715,BIM
1716,VIS
1717,VIS
1718,TRI
1719,DOB
1720,DBE
1721,CON
1722,CPT
1723,INT,LEG,CON
1725,DOE,DBE,PRA
1727,DOA
1728,DOG,KAZ
1729,INT
1730,VEN
1731,BIM
1732,KON,DOA
1733,VEN
1734,MOC
1735,DOP
1737,VIS,DBE,DOV
1738,DBE,CPT
1739,INT,DPT,DOP,CON,TER,CUB
1740,DBE,DPT,PLU,VEN
1741,CON
1742,CON
1743,DPT,DOV,PRA
1744,VIS,INT,PLU,VEN
1745,DOE
1746,CPT
1747,DOB,CPT
1748,DBE
1749,VIS
1750,DOV,MOC
1751,PLU
1752,DOV,CON
1753,X4
1754,DPT
1755,INT,DOE
1756,MSG
1757,DOB
1758,DOE
1759,DPT
1760,TER
1761,DPT
1763,PLU
1764,DOB
1765,CPT,VEN
1766,DBE
1767,DOA
1768,JUV
1769,DOE
1770,KON
1771,INT
1772,DBE,LEG,CON
1773,DPO
1774,DBE
1775,CPT
1776,JUV,DOA,PLU
1781,DOB
1782,CPT
1783,CON
1784,CPT
1785,DOE,CPT
1786,LEG,KRS,VEN
1787,VIE,KOC,CPT
1788,CPT
1789,KOC
1790,DPT,PLU
1791,DOA
1793,KON
1794,DOB
1795,CPT
1797,PLU
1798,PLU
1799,DOA
1800,VIS
1802,PLU
1803,KON,CPT
1804,DOE,DBE,DOA
1805,DOB,DOP
1806,VIS
1807,KOC
1808,INT
1809,JUV,KRS
1811,TER
1812,DOA
1813,DOA
1814,VIE,AH,PLU
1815,CPT
1816,VIS
1818,DBE
1822,PLU
1823,TRI
1824,INT,PLU
1826,VIS
1827,DOG
1828,TRI
1829,TRI,VIE,DPT
1830,DOB,CPT
1831,DOG
1833,PLU
1835,DPT,MOP
1836,PLU
1838,CPT
1840,CPT
1841,KOC,KON
1843,VIS,DBE,KAZ,MOP
1845,PLU
1846,COMO
1847,KAZ,DOP,PLU,DPO
1848,PLU
1849,VIE,DOA,DOV
1851,PLU
1852,TRI,KOC,TER
1853,DOV
1854,PLU
1855,DBE
1856,BIM
1857,VIE,PUF
1858,INT,CON
1861
1862,CPT
1863,INT,KON
1864,JUV,VIS
1865,DPT
1866,BIM
1867,TRI,PLU
1869,KOC
1870,DOB
1871,KOC
1872,KON
1874,DOV
1875,DOG
1876,VIS
1877,DOA
1878,CPT
1879,CPT
1880,KON
1881,CPT
1882,INT
1884,JUV
1885,DOP,DOV
1886,DOE
1887,KON
1888,DBE
1889,MOP
1890,DOA
1891,DOV,CON,PUF
1892,KOC,KON,CPT
1893,TRI
1894,DBE
1895,DOG,INT,DPO,MOC
1896,VEN
1897,KOC
1898,CPT
1899,CPT
1900,DOA
1901,DOE
1902,KOC
1903,BIM,MOP,TER
1904,DOV
1905,DOB,DOA
1906,DOB,DOA
1907,PLU
1908,VEN
1909,DOE
1910,PLU
1911,DOA
1913,DPT
1914,VIS
1915,DBE,DPT,CPT
1916,INT,DOA
1917,KOC
1918,DOB
1919,CPT
1921,DOP,CON
1922,VIS,INT,THA
1923,TRI
1924,KOC
1925,DOB,KRS
1926,INT,DOB
1928,VIS
1929,DOA
1931,CPT,CON
1932,VIS,PLU,PRA
1933,TRI
1934,DOE,DOB
1935,VIS,MSA
1936,DOG,VIE,DPO
1937,CPT
1938,PRA
1939,DOV
1940,MAG
1941,BIM,PLU
1942,KOC
1944,DOE
1945,KOC
1946,DPT
1947,BIM
1949,DOA,CPT
1950,DOE,BIM
1951,CPT
1952,DOE
1954,TRI,MOP,VEN
1955,DOB,DOA
1956,DOB,MOC
1957,KOC,CPT
1958,VIS,DBE,LEG
1960,MOC
1961,KON
1963,MOC
1965,KOC
1966,PLU
1967,DBE
1968,TRI,DOP
1969,KOC
1970,KON
1971,PLU
1972,DOB
1973,DOA
1974,CPT
1975,DOV
1976,VEN
1977,VIS,INT,KOC
1978,DPO
1979,DOG,PLU
1980,DOE
